publishedAt,title,description,url,source_name,topic
2025-11-18,Tom Flanagan: Louis Riel's leadership was ruinous for the Métis,"And yet, Prime Minister Mark Carney celebrates him",https://nationalpost.com/opinion/tom-flanagan-louis-riels-leadership-was-ruinous-for-the-metis,nationalpost,Political Commentary
2025-11-18,Cost of bureaucracy balloons 80 per cent in 10 years: Public Accounts,"OTTAWA, ON: The cost of the bureaucracy increased by $6 billion last year, according to newly released numbers in Public Accounts disclosures. The Canadian Taxpayers Federation is calling on Prime Minister Mark Carney to immediately shrink the bureaucracy.“The Public Accounts show the cost of the federal bureaucracy is out of control,” said Franco Terrazzano, CTF Federal Director. “Tinkering around the edges won’t cut it, Carney needs to take urgent action to shrink the bloated federal bureaucracy.”",https://canadafreepress.com/article/172772,canadafreepress,Political Commentary
2025-11-18,"Ex-NHLer Theo Fleury speaks out against Canadian PM Mark Carney's first federal budget: ""The Communist takeover of Canada is complete""",Former NHLer Theo Fleury has condemned Canadian Prime Minister Mark Carney's inaugural federal budget.,https://www.sportskeeda.com/us/nhl/news-ex-nhler-theo-fleury-speaks-canadian-pm-mark-carney-s-first-federal-budget-the-communist-takeover-canada-is-complete,Sportskeeda,Political Commentary
2025-11-18,Canada Avoids Election as Carney’s Budget Narrowly Passes House,"Prime Minister Mark Carney won a key budget vote by the slimmest of margins in Canada’s Parliament, ensuring the survival of his government.",https://financialpost.com/pmn/business-pmn/canada-avoids-election-as-carneys-budget-narrowly-passes-house,Financial Post,Federal Budget
2025-11-17,OIL PIPELINE TO WEST COAST?: Danielle Smith’s deadline for Carney has passed,WATCH: Sun columnist Jay Goldberg on why Prime Minister Mark Carney needs to get moving with the major nation building projects Canada needs. What do YOU think? Tell us your thoughts in the comment section below or send us a Letter to the Editor for possible publication to torsun.editor@sunmedia.ca.  Letters must be 250 words or [&#8230;],https://torontosun.com/news/oil-pipeline-to-west-coast-danielle-smiths-deadline-for-carney-has-passed,torontosun,National Development
2025-11-17,GOLDBERG: Is Carney just stringing Canadians along on energy?,"The federal government keeps talking — but Canadians are still waiting for action. The Grey Cup has come and gone. So, too, has Alberta Premier Danielle Smith’s deadline for Prime Minister Mark Carney to get on board with a west coast pipeline. When Carney announced his first raft of major projects back in September, Smith [&#8230;]",https://winnipegsun.com/opinion/goldberg-is-carney-just-stringing-canadians-along-on-energy,winnipegsun,Political Commentary
2025-11-17,"Mark Carney booed during Grey Cup in Winnipeg. ‘We were cheered as well,’ PM says",The prime minster posted his own video of the event on social media but replaced audio of the crowd with music,https://nationalpost.com/news/mark-carney-booed-grey-cup-winnipeg,nationalpost,Cultural Event
2025-11-17,In the news today: MPs to vote on Prime Minister Carney’s budget,Here is a roundup of stories from The Canadian Press designed to bring you up to speed&#8230; MPs to vote on Prime Minister Mark Carney&#8217;s first budget today Members of Parliament will today decide whether to vote in favour of Prime Minister Mark Carney&#8217;s budget or send the country back to the polls less than [&#8230;],https://winnipegsun.com/pmn/in-the-news-today-mps-to-vote-on-prime-minister-carneys-budget,winnipegsun,Federal Budget
2025-11-17,Prime Minister Mark Carney faces mixed reaction during Grey Cup coin toss,"Prime Minister Mark Carney kicked off the 112th Grey Cup in Winnipeg with the coin toss, drawing mixed reactions from fans amid pre-game performances and tailgate festivities.",https://globalnews.ca/news/11528774/mark-carney-grey-cup-coin-toss/,globalnews,Cultural Event
2025-11-17,Prime Minister Mark Carney met with cheers and boos at 112th Grey Cup game,WINNIPEG — Prime Minister Mark Carney was on hand in Winnipeg for the 112th Grey Cup game between the Saskatchewan Roughriders and Montreal Alouettes. Carney kicked off the championship game by doing the customary coin toss at centre field to determine which team chooses the first move. The prime minister was met with booing and [&#8230;],https://torontosun.com/news/national/prime-minister-mark-carney-met-with-cheers-and-boos-at-112th-grey-cup-game,torontosun,Cultural Event
2025-11-16,Churchill project gains steam as Carney and Kinew unveil new funding and shared vision,"A renewed federal-provincial alliance is pushing forward a major northern infrastructure plan centred on the Port of Churchill, with both Prime Minister Mark Carney and Manitoba Premier Wab Kinew framing the project as a once-in-a-generation nation-building effort. In a joint announcement, Carney and Kinew said work is accelerating on what’s being called Port of Churchill [&#8230;]",https://winnipegsun.com/news/churchill-project-gains-steam-as-carney-and-kinew-unveil-new-funding-and-shared-vision,winnipegsun,National Development
2025-11-16,PBO slices through Carney's creative accounting,"OTTAWA, ON: The Canadian Taxpayers Federation is calling on Prime Minister Mark Carney to cut spending following today’s bombshell Parliamentary Budget Officer report that criticizes the government’s definition of capital spending and promise to balance the operating budget.“The reality is that Carney is continuing on a course of unaffordable borrowing and the PBO report shows government messaging about ‘balancing the operating budget’ is not credible,” said Franco Terrazzano, CTF Federal Director. “Carney is using creative accounting to hide the spiralling debt.”",https://canadafreepress.com/article/172753,canadafreepress,Political Commentary
2025-11-15,EDITORIAL: Three myths about the ‘clean economy’,"The federal Liberals – starting with former prime minister Justin Trudeau and continuing under Mark Carney – sold their climate strategy to Canadians based on three myths. First, that it would be a huge job creator. Second, that Canada would hit the government’s industrial greenhouse gas emission reduction targets. Third, that most Canadian households would [&#8230;]",https://torontosun.com/opinion/editorials/editorial-three-myths-about-the-clean-economy,torontosun,Political Commentary
2025-11-14,New Brunswick mine added to major projects but opponents say it’ll do more harm than good,"In New Brunswick, opponents of a mining project that made Prime Minister Mark Carney's nation-building projects say the proposal could do more harm than good,",https://globalnews.ca/news/11527004/sisson-mine-major-projects-concerns/,globalnews,National Development
2025-11-14,"Energy stocks rise on major projects enthusiasm, while U.S. stock markets were mixed","TORONTO &#8212; Canada&#8217;s main stock index finished higher on Friday amid gains in energy stocks following more major projects announcements, while U.S. markets were mixed. Theresa Shutt, chief investment officer at Harbourfront Wealth Management, said gains in the TSX energy sector came after some recent announcements by Prime Minister Mark Carney. On Thursday, Carney identified [&#8230;]",https://financialpost.com/pmn/energy-stocks-rise-on-major-projects-enthusiasm-while-u-s-stock-markets-were-mixed,Financial Post,Unrelated News
